dataset.uniprotswissprot	dataset.ensembl_gene_id	t0_1	t0_2	t0_3
P40093	YER156C	1.21E-06	1.24E-06	1.07E-06
P40096	YER159C	1.37E-07	1.35E-07	1.54E-07
P40098	YER182W	2.60E-07	2.57E-07	3.06E-07
P40106	YER062C	1.41E-06	1.44E-06	1.47E-06
P40150	YNL209W	8.42E-05	8.41E-05	8.37E-05
P40154	YNL215W	8.72E-08	7.97E-08	8.89E-08
P40157	YNL212W	4.93E-08	5.90E-08	4.72E-08
P40159	YNL208W	1.09E-05	9.25E-06	8.70E-06
P40160	YNL207W	2.42E-07	3.40E-07	3.42E-07
P40161	YNL206C	2.66E-06	3.23E-06	2.85E-06
P40164	YNL201C	0	2.18E-09	2.22E-09
P40165	YNL200C	2.00E-07	4.07E-07	2.36E-07
P40168	YNL195C	3.87E-08	2.48E-07	1.09E-06
P40185	YIL051C	9.87E-06	9.43E-06	9.64E-06
P40188	YIL057C	9.68E-08	1.06E-07	1.23E-07
P40202	YMR038C	1.21E-06	1.29E-06	1.29E-06
P40204	YFL017W-A	0	7.64E-07	6.81E-07
P40206	YMR132C	9.27E-08	0	3.21E-08
P40207	YMR134W	2.87E-08	2.13E-08	2.15E-08
P40208	YMR135C	2.12E-08	7.26E-08	6.24E-08
P40210	YMR140W	1.74E-08	1.76E-08	1.88E-08
P40212	YMR142C	0.000168763	0.000165575	0.000155318
P40215	YMR145C	2.12E-06	1.94E-06	1.96E-06
P40217	YMR146C	3.40E-06	3.15E-06	3.18E-06
P40218	YMR147W	2.96E-08	2.98E-08	3.53E-08
P40302	YMR314W	3.98E-06	4.04E-06	4.07E-06
P40303	YOL038W	3.44E-06	3.41E-06	3.49E-06
P40312	YNL111C	5.41E-07	5.19E-07	5.37E-07
P40317	YDR006C	8.47E-09	7.74E-09	7.65E-09
P40319	YLR372W	3.29E-08	2.57E-08	2.84E-08
P40327	YDL007W	1.99E-06	2.05E-06	2.01E-06
P40335	YJL053W	3.75E-08	3.65E-08	3.57E-08
P40339	YOL094C	1.01E-07	1.16E-07	9.20E-08
P40340	YGR270W	2.61E-09	3.12E-09	2.96E-09
P40341	YMR089C	6.19E-08	6.60E-08	6.92E-08
P40343	YNR006W	5.44E-08	5.88E-08	5.19E-08
P40344	YNR007C	0	4.54E-08	4.00E-08
P40347	YPR073C	2.31E-07	2.32E-07	2.29E-07
P40348	YJR068W	1.45E-07	1.66E-07	1.32E-07
P40357	YGR009C	8.49E-08	9.98E-08	8.88E-08
P40360	YJL071W	0	1.88E-08	1.79E-08
P40362	YJL069C	2.25E-07	2.89E-07	2.54E-07
P40363	YJL068C	4.41E-07	4.72E-07	4.38E-07
P40364	YJL066C	3.44E-07	3.29E-07	3.11E-07
P40368	YJL061W	1.47E-07	6.94E-07	7.83E-08
P40413	YJR064W	2.38E-06	2.35E-06	2.31E-06
P40414	YIL138C	1.36E-06	1.28E-06	1.31E-06
P40422	YHR143W-A	1.87E-06	1.81E-06	1.79E-06
P40442	YIL169C	0	4.15E-09	3.61E-09
P40452	YIL157C	2.02E-07	3.27E-07	3.40E-07
P40457	YIL149C	7.78E-09	7.55E-09	7.88E-09
P40459	YIL145C	7.02E-08	6.95E-08	6.52E-08
P40462	YIL137C	9.56E-08	1.05E-07	9.55E-08
P40467	YIL130W	3.24E-09	2.83E-09	0
P40469	YIL128W	1.62E-08	1.23E-08	7.98E-09
P40470	YIL127C	6.38E-08	5.39E-08	6.70E-08
P40471	YIL124W	2.08E-07	2.26E-07	2.28E-07
P40473	YIL122W	2.00E-09	0	0
P40477	YIL115C	5.50E-08	5.45E-08	4.52E-08
P40481	YIL110W	0	1.06E-07	1.22E-07
P40482	YIL109C	1.51E-06	1.41E-06	1.53E-06
P40483	YIL108W	2.20E-07	1.99E-07	2.40E-07
P40485	YIL105C	1.21E-07	1.06E-07	1.42E-07
P40487	YIL103W	1.33E-07	6.93E-08	0
P40491	YIL098C	6.45E-07	3.79E-07	4.08E-07
P40495	YIL094C	1.03E-05	1.04E-05	1.04E-05
P40496	YIL093C	5.57E-07	5.72E-07	8.28E-07
P40498	YIL091C	4.15E-08	4.09E-08	3.76E-08
P40506	YIL083C	1.23E-06	9.81E-07	1.03E-06
P40509	YIL076W	4.95E-07	4.38E-07	4.81E-07
P40510	YIL074C	7.24E-06	7.05E-06	7.19E-06
P40513	YIL070C	5.54E-07	6.12E-07	7.88E-07
P40515	YIL065C	7.83E-07	9.33E-07	8.73E-07
P40516	YIL064W	2.46E-07	2.32E-07	2.42E-07
P40517	YIL063C	1.19E-07	1.29E-07	1.18E-07
P40518	YIL062C	2.19E-06	2.03E-06	2.12E-06
P40523	YIL055C	2.43E-09	2.37E-09	2.50E-09
P40525	YIL052C	1.72E-05	1.75E-05	2.32E-05
P40529	YIL044C	2.02E-07	1.70E-07	2.13E-07
P40530	YIL042C	4.02E-08	1.77E-08	2.05E-08
P40531	YIL041W	4.43E-06	4.50E-06	4.56E-06
P40533	YIL039W	3.58E-07	2.84E-07	2.06E-07
P40540	YIL027C	1.83E-07	3.77E-07	1.91E-07
P40541	YIL026C	1.54E-09	2.00E-09	3.57E-09
P40545	YIL020C	3.32E-07	3.44E-07	3.26E-07
P40548	YIL016W	1.22E-07	1.30E-07	1.52E-07
P40553	YIL010W	6.54E-07	5.71E-07	6.21E-07
P40554	YIL008W	2.98E-07	2.73E-07	2.54E-07
P40555	YIL007C	2.14E-07	1.82E-07	1.98E-07
P40557	YIL005W	1.88E-08	1.66E-08	2.04E-08
P40561	YIR001C	5.12E-07	4.70E-07	5.32E-07
P40563	YIR003W	8.39E-08	8.80E-08	7.02E-08
P40564	YIR004W	2.40E-07	2.45E-07	2.49E-07
P40567	YIR009W	1.50E-08	2.90E-08	0
P40576	YIR024C	7.22E-08	5.15E-08	2.81E-08
P40579	YIR035C	3.62E-07	3.76E-07	4.38E-07
P40580	YIR036C	6.69E-07	6.77E-07	6.83E-07
P40581	YIR037W	3.96E-06	3.73E-06	3.77E-06
P40582	YIR038C	3.04E-07	2.19E-07	2.75E-07
P40693	YNL002C	1.90E-06	1.89E-06	1.90E-06
P40825	YOR335C	3.91E-06	3.78E-06	3.88E-06
P40850	YNL085W	1.89E-07	1.71E-07	1.79E-07
P40858	YJL096W	1.09E-06	1.05E-06	1.23E-06
P40893	YJL217W	6.77E-07	6.65E-07	1.07E-06
P40896	YJL213W	6.52E-08	1.00E-07	6.87E-08
P40956	YGL181W	8.76E-08	7.95E-08	7.59E-08
P40957	YGL086W	2.96E-08	0	1.85E-08
P40958	YJL030W	1.65E-07	1.38E-07	1.34E-07
P40959	YMR004W	4.47E-08	4.08E-08	4.39E-08
P40961	YGR132C	3.10E-06	3.31E-06	3.32E-06
P40962	YOR077W	3.67E-09	3.25E-09	3.22E-09
P40970	YDR062W	7.47E-08	7.98E-08	8.45E-08
P40989	YGR032W	2.43E-08	3.62E-08	2.10E-08
P40990	YDL107W	8.55E-08	2.69E-08	1.09E-08
P40991	YNL061W	1.08E-06	1.05E-06	1.08E-06
P41056	YOR234C	0.000107919	0.000110397	0.00011059
P41057	YLR388W	5.28E-05	5.08E-05	4.85E-05
P41058	YDL061C	2.18E-05	2.10E-05	2.47E-05
P41277	YIL053W	4.75E-05	4.51E-05	4.97E-05
P41338	YPL028W	7.20E-06	7.50E-06	7.29E-06
P41543	YJL002C	3.20E-07	3.23E-07	3.48E-07
P41697	YLR319C	2.37E-08	1.36E-08	1.38E-08
P41734	YOR126C	2.51E-07	3.33E-07	3.04E-07
P41805	YLR075W	0.0001145	0.000112989	0.000110767
P41807	YPR036W	1.38E-06	1.34E-06	1.28E-06
P41810	YDR238C	5.77E-07	4.99E-07	4.68E-07
P41811	YGL137W	1.06E-06	1.05E-06	1.10E-06
P41812	YNL221C	0	0	4.45E-09
P41814	YNL062C	8.98E-08	7.88E-08	8.64E-08
P41816	YPL171C	1.01E-06	2.20E-07	4.47E-07
P41818	YMR311C	5.71E-07	5.58E-07	6.51E-07
P41819	YPL266W	1.29E-07	1.38E-07	1.12E-07
P41832	YNL271C	1.21E-08	3.01E-09	5.76E-09
P41895	YGR186W	9.01E-08	9.89E-08	7.83E-08
P41896	YGR005C	2.09E-07	2.52E-07	3.21E-07
P41903	YJR019C	1.53E-07	1.46E-07	1.39E-07
P41911	YOL059W	1.58E-06	1.63E-06	1.53E-06
P41920	YDR002W	7.43E-06	7.75E-06	6.84E-06
P41921	YPL091W	2.12E-06	2.26E-06	2.21E-06
P41939	YLR174W	3.45E-07	3.38E-07	4.96E-07
P41940	YDL055C	7.45E-06	7.80E-06	7.39E-06
P42073	YDR195W	4.67E-08	3.92E-08	3.68E-08
P42222	YMR323W	1.91E-08	1.90E-08	0
P42826	YGR194C	6.77E-08	6.75E-08	1.12E-07
P42838	YNL323W	6.73E-08	6.79E-08	6.61E-08
P42842	YNL313C	1.34E-07	1.34E-07	1.25E-07
P42844	YNL310C	1.20E-07	1.31E-07	1.26E-07
P42845	YNL309W	2.15E-08	4.94E-08	0
P42846	YNL308C	7.08E-07	8.22E-07	7.12E-07
P42847	YNL306W	3.07E-07	3.92E-07	4.01E-07
P42900	YLR139C	2.43E-09	2.83E-09	1.51E-09
P42935	YGR200C	1.02E-07	7.44E-08	7.37E-08
P42937	YGR203W	2.18E-07	1.45E-07	1.61E-07
P42938	YGR205W	4.68E-07	5.36E-07	5.99E-07
P42940	YGR207C	2.49E-06	2.61E-06	2.80E-06
P42941	YGR208W	7.64E-07	8.47E-07	8.99E-07
P42942	YGR210C	1.50E-07	1.64E-07	1.41E-07
P42943	YJL111W	1.53E-06	1.50E-06	1.56E-06
P42945	YJL109C	8.01E-08	6.31E-08	5.53E-08
P42949	YJL104W	1.45E-06	1.50E-06	1.52E-06
P43123	YDL103C	3.98E-07	4.47E-07	4.60E-07
P43321	YLR147C	6.40E-07	5.58E-07	5.57E-07
P43535	YFR009W	6.74E-07	6.38E-07	6.12E-07
P43545	YFL059W	1.51E-06	2.21E-06	1.36E-06
P43555	YFL048C	2.28E-06	2.04E-06	2.10E-06
P43556	YFL047W	3.92E-08	3.46E-08	3.58E-08
P43558	YFL044C	2.05E-07	1.49E-07	1.57E-07
P43561	YFL041W	9.68E-07	1.55E-07	4.66E-08
P43567	YFL030W	8.86E-07	8.50E-07	8.40E-07
P43569	YFL028C	6.14E-07	6.21E-07	5.55E-07
P43577	YFL017C	1.35E-07	1.43E-07	1.51E-07
P43582	YFL010C	8.05E-07	8.30E-07	6.65E-07
P43583	YFL007W	2.28E-08	4.16E-08	1.56E-08
P43585	YFL004W	6.96E-08	7.55E-08	7.04E-08
P43586	YFR001W	1.68E-06	1.53E-06	1.48E-06
P43588	YFR004W	2.78E-06	2.66E-06	2.66E-06
P43590	YFR006W	2.57E-07	2.68E-07	2.78E-07
P43591	YFR007W	3.06E-08	3.61E-08	4.70E-08
P43593	YFR010W	9.64E-07	9.87E-07	9.71E-07
P43594	YFR011C	1.01E-06	1.18E-06	1.32E-06
P43597	YFR016C	1.94E-08	1.81E-08	1.77E-08
P43598	YFR017C	0	1.18E-07	0
P43603	YFR024C-A	6.82E-07	6.36E-07	7.31E-07
P43606	YFR029W	5.68E-09	6.62E-09	4.96E-09
P43609	YFR037C	2.54E-07	2.27E-07	2.40E-07
P43612	YFR040W	2.14E-08	2.57E-08	2.15E-08
P43615	YFR043C	4.23E-08	8.59E-08	8.39E-08
P43616	YFR044C	3.23E-06	3.36E-06	3.37E-06
P43619	YFR047C	1.58E-06	1.84E-06	1.61E-06
P43621	YFR051C	1.45E-06	1.47E-06	1.44E-06
P43635	YPR001W	6.53E-08	1.15E-07	8.22E-08
P43636	YGL065C	2.99E-08	2.68E-08	7.93E-08
P43638	YJL042W	6.98E-08	2.23E-08	1.88E-08
P43639	YGL019W	2.02E-07	1.82E-07	1.94E-07
P43682	YKL006C-A	5.00E-08	4.46E-08	5.39E-08
P45818	YGL171W	1.75E-07	1.73E-07	1.58E-07
P45976	YJR093C	1.58E-07	1.76E-07	2.27E-07
P45978	YPR129W	5.06E-07	4.71E-07	5.13E-07
P46151	YPL023C	3.02E-07	2.68E-07	2.67E-07
P46367	YOR374W	3.30E-06	5.02E-06	4.30E-06
P46654	YLR048W	2.73E-05	2.75E-05	3.05E-05
P46655	YGL245W	7.52E-06	7.71E-06	7.55E-06
P46669	YOR340C	1.62E-06	1.62E-06	1.54E-06
P46670	YPL241C	0	1.87E-07	8.65E-08
P46672	YGL105W	4.15E-06	4.24E-06	4.35E-06
P46673	YJR042W	5.24E-10	6.30E-10	4.54E-10
P46675	YLR045C	4.96E-09	6.53E-09	9.99E-09
P46676	YDR310C	8.88E-10	6.74E-10	8.31E-10
P46677	YGR274C	4.38E-09	0	0
P46680	YMR092C	7.90E-07	7.14E-07	7.72E-07
P46681	YDL178W	7.17E-07	6.86E-07	7.33E-07
P46682	YGR261C	5.07E-08	5.18E-08	5.35E-08
P46683	YPL239W	2.20E-06	2.09E-06	2.31E-06
P46784	YMR230W	4.14E-06	4.64E-06	4.32E-06
P46943	YLR289W	4.17E-08	0	2.11E-08
P46949	YGR196C	1.16E-08	1.83E-08	1.29E-08
P46956	YJL117W	1.19E-07	1.05E-07	9.83E-08
P46959	YJL125C	1.15E-07	1.28E-07	1.19E-07
P46969	YJL121C	2.48E-06	2.62E-06	2.69E-06
P46971	YJR143C	6.88E-08	1.55E-07	5.11E-08
P46982	YJL186W	2.30E-08	1.97E-08	2.04E-08
P46985	YJL183W	2.48E-07	2.04E-07	2.30E-07
P46988	YJL179W	1.14E-06	1.28E-06	1.36E-06
P46989	YJL178C	1.43E-07	7.82E-07	6.76E-07
P46990	YJL177W	1.36E-05	1.42E-05	1.42E-05
P46992	YJL171C	8.57E-08	6.30E-08	5.52E-08
P46995	YJL168C	0	1.79E-08	3.95E-08
P47001	YJL158C	4.14E-07	1.70E-07	2.42E-07
P47006	YJL148W	1.08E-06	1.00E-06	9.29E-07
P47008	YJL145W	7.06E-07	6.94E-07	7.01E-07
P47015	YJL131C	5.91E-08	6.58E-08	6.16E-08
P47017	YJL124C	1.08E-06	1.10E-06	1.14E-06
P47018	YJL123C	6.57E-07	6.45E-07	6.46E-07
P47019	YJL122W	3.80E-07	3.61E-07	3.39E-07
P47025	YJL112W	3.24E-08	0	3.39E-08
P47031	YJL082W	3.22E-08	3.04E-08	3.08E-08
P47035	YJL076W	1.03E-07	9.78E-08	9.40E-08
P47037	YJL074C	3.86E-08	3.92E-08	3.43E-08
P47039	YJL060W	2.06E-06	2.18E-06	2.14E-06
P47044	YJL055W	2.19E-06	2.10E-06	2.24E-06
P47045	YJL054W	3.75E-08	4.56E-08	3.70E-08
P47047	YJL050W	2.18E-07	1.74E-07	1.95E-07
P47048	YJL049W	1.53E-08	0	4.45E-08
P47051	YJL046W	0	3.23E-08	1.06E-08
P47052	YJL045W	2.93E-08	5.97E-08	1.97E-08
P47054	YJL039C	3.32E-08	1.45E-08	3.32E-08
P47057	YJL036W	1.36E-07	1.10E-07	1.43E-07
P47068	YJL020C	3.37E-07	3.37E-07	3.29E-07
P47075	YJL012C	1.49E-07	1.37E-07	1.40E-07
P47076	YJL011C	3.58E-07	2.97E-07	4.00E-07
P47077	YJL010C	1.83E-07	1.43E-07	1.33E-07
P47079	YJL008C	2.39E-06	2.32E-06	2.30E-06
P47083	YJR002W	2.31E-08	2.69E-08	2.55E-08
P47085	YJR008W	1.52E-07	2.28E-07	2.61E-07
P47089	YJR014W	2.08E-06	2.14E-06	2.17E-06
P47093	YJR022W	2.34E-07	3.00E-07	3.77E-07
P47095	YJR024C	3.94E-08	3.12E-08	3.02E-08
P47096	YJR025C	3.06E-06	3.39E-06	3.35E-06
P47103	YJR032W	5.82E-08	5.20E-08	4.43E-08
P47108	YJR041C	1.26E-08	3.77E-08	7.39E-09
P47110	YJR043C	3.72E-08	3.89E-08	3.96E-08
P47116	YJR059W	3.66E-08	3.98E-08	3.95E-08
P47117	YJR065C	1.63E-06	1.72E-06	1.61E-06
P47119	YJR069C	2.37E-06	2.24E-06	2.17E-06
P47120	YJR070C	3.94E-06	3.71E-06	3.81E-06
P47122	YJR072C	4.48E-07	4.10E-07	4.22E-07
P47123	YJR074W	3.39E-07	1.27E-06	1.82E-06
P47124	YJR075W	2.45E-08	2.13E-08	2.31E-08
P47125	YJR078W	1.52E-07	1.51E-07	1.31E-07
P47127	YJR080C	1.79E-07	1.75E-07	1.91E-07
P47133	YJR088C	9.08E-08	7.72E-08	9.25E-08
P47135	YJR091C	2.27E-09	2.37E-09	0
P47137	YJR096W	2.16E-07	2.67E-07	2.32E-07
P47138	YJR097W	3.85E-07	3.70E-07	0
P47141	YJR101W	5.28E-07	4.97E-07	5.84E-07
P47143	YJR105W	2.44E-05	2.50E-05	2.42E-05
P47148	YJR111C	0	0	1.59E-06
P47150	YJR113C	3.11E-07	3.69E-07	4.22E-07
P47158	YJR122W	1.40E-08	1.44E-08	0
P47160	YJR125C	6.97E-07	6.77E-07	6.59E-07
P47164	YJR130C	7.20E-08	5.41E-08	8.19E-08
P47165	YJR133W	1.97E-06	1.90E-06	1.83E-06
P47166	YJR134C	6.50E-08	6.14E-08	5.34E-08
P47169	YJR137C	8.33E-06	7.87E-06	8.35E-06
P47173	YJR142W	1.02E-07	8.73E-08	1.35E-07
P47176	YJR148W	3.11E-07	2.30E-07	3.89E-07
P47771	YMR170C	7.12E-08	2.96E-08	3.41E-08
P47912	YMR246W	5.13E-07	4.71E-07	5.27E-07
P48015	YDR019C	2.60E-06	2.72E-06	2.61E-06
P48164	YNL096C	5.40E-05	5.59E-05	5.31E-05
P48231	YNL087W	1.58E-08	1.43E-08	9.95E-09
P48234	YGR145W	1.43E-07	1.31E-07	1.43E-07
P48237	YGR150C	0	2.60E-09	0
P48240	YGR158C	4.80E-08	4.75E-08	7.51E-08
P48353	YMR161W	1.81E-07	1.51E-07	1.42E-07
P48360	YDR376W	5.03E-08	6.28E-08	5.82E-08
P48362	YGR187C	1.38E-07	1.14E-07	1.28E-07
P48363	YGR078C	1.31E-06	9.70E-07	1.18E-06
P48365	YDL234C	5.59E-08	3.94E-08	8.51E-08
P48412	YGR072W	1.99E-08	2.32E-08	2.33E-08
P48415	YPL085W	1.18E-08	1.15E-08	1.09E-08
P48445	YDL141W	0	8.12E-08	6.77E-08
P48510	YMR276W	5.37E-06	5.16E-06	5.27E-06
P48524	YMR275C	1.02E-08	7.30E-09	1.03E-08
P48525	YOL033W	5.20E-08	4.86E-08	4.10E-07
P48526	YPL040C	2.27E-08	2.46E-08	9.35E-08
P48527	YPL097W	1.03E-07	2.20E-07	1.17E-07
P48563	YNL297C	3.14E-09	3.58E-09	3.00E-09
P48567	YNL292W	1.20E-07	1.12E-07	9.40E-08
P48570	YDL182W	9.44E-06	9.19E-06	9.70E-06
P48582	YPL084W	1.23E-07	1.10E-07	1.30E-07
P48589	YOR369C	7.60E-05	7.98E-05	7.60E-05
P48606	YOR265W	1.36E-06	1.35E-06	1.39E-06
P48836	YHR039C-A	7.83E-06	8.13E-06	7.92E-06
P48837	YGR119C	3.65E-07	3.41E-07	3.13E-07
P49017	YML110C	1.16E-07	1.51E-07	1.05E-07
P49089	YPR145W	8.49E-06	8.78E-06	9.10E-06
P49090	YGR124W	5.22E-06	5.38E-06	5.10E-06
P49095	YMR189W	7.13E-07	7.79E-07	7.74E-07
P49166	YLR185W	2.61E-05	2.48E-05	2.57E-05
P49167	YLR325C	0.00012137	0.000113383	0.000118405
P49334	YNL131W	3.18E-06	3.60E-06	3.80E-06
P49367	YDR234W	4.23E-06	4.32E-06	4.51E-06
P49435	YML022W	2.84E-06	2.80E-06	2.82E-06
P49573	YPR124W	0	8.07E-09	2.61E-08
P49626	YDR012W	7.28E-06	6.45E-06	7.74E-06
P49687	YGL092W	6.40E-08	5.94E-08	6.26E-08
P49723	YGR180C	7.87E-06	7.70E-06	8.30E-06
P49775	YDR305C	2.47E-07	2.58E-07	2.16E-07
P49954	YLR351C	1.34E-06	1.33E-06	1.21E-06
P49955	YMR288W	1.29E-09	1.24E-09	1.05E-09
P49956	YMR078C	2.80E-10	0	0
P49957	YML014W	1.39E-07	1.39E-07	1.25E-07
P50079	YGR223C	3.88E-10	4.32E-10	3.66E-10
P50085	YGR231C	3.78E-06	3.87E-06	3.90E-06
P50086	YGR232W	8.65E-07	9.04E-07	8.03E-07
P50087	YGR235C	8.28E-07	7.99E-07	7.43E-07
P50088	YGR236C	0	7.73E-06	2.56E-06
P50089	YGR237C	1.85E-09	1.60E-09	1.84E-09
P50095	YLR432W	7.98E-06	7.67E-06	7.38E-06
P50101	YMR304W	9.02E-08	1.03E-07	1.23E-07
P50105	YMR005W	7.48E-08	8.01E-08	6.93E-08
P50106	YDR156W	1.42E-06	8.33E-07	1.08E-06
P50107	YML004C	3.88E-07	3.61E-07	3.59E-07
P50108	YDR245W	3.52E-08	3.29E-08	4.57E-08
P50109	YML017W	2.11E-07	2.14E-07	2.20E-07
P50110	YMR060C	1.49E-08	2.73E-07	2.13E-08
P50111	YMR273C	1.22E-09	1.61E-09	1.02E-09
P50278	YNR034W	6.96E-07	3.74E-07	3.41E-07
P50623	YDL064W	1.43E-06	1.38E-06	1.39E-06
P50861	YOL143C	4.59E-06	4.70E-06	4.48E-06
P50896	YDR505C	0	7.67E-08	4.65E-08
P50945	YNL100W	3.35E-07	3.17E-07	2.77E-07
P50947	YNL097C	3.97E-08	0	3.48E-08
P51401	YNL067W	7.50E-05	6.60E-05	7.31E-05
P51402	YDR500C	2.14E-05	1.97E-05	2.17E-05
P51534	YOR035C	5.80E-09	9.76E-09	4.46E-09
P51601	YGR267C	1.31E-06	1.37E-06	1.30E-06
P51996	YGL210W	4.23E-08	4.49E-08	8.43E-08
P51998	YML025C	3.27E-07	3.39E-07	3.37E-07
P52286	YDR328C	1.18E-06	1.29E-06	1.28E-06
P52488	YDR390C	1.38E-07	1.33E-07	1.33E-07
P52489	YOR347C	2.63E-07	2.00E-07	1.84E-07
P52490	YDR092W	6.84E-06	6.42E-06	6.64E-06
P52553	YLR200W	6.52E-07	6.77E-07	6.87E-07
P52593	YML103C	1.43E-08	1.23E-08	1.68E-08
P52870	YER087C-B	9.09E-07	9.10E-07	8.90E-07
P52871	YER019C-A	5.75E-07	4.32E-07	4.91E-07
P52891	YDL116W	1.29E-08	1.11E-08	0
P52893	YLR089C	6.47E-07	5.98E-07	7.51E-07
P52910	YLR153C	1.58E-05	1.58E-05	1.63E-05
P52917	YPR173C	1.16E-07	1.19E-07	1.15E-07
P52918	YDR335W	2.35E-08	2.21E-08	2.15E-08
P52920	YGL091C	2.11E-08	2.36E-08	1.76E-08
P53008	YGL027C	6.57E-08	6.29E-08	6.21E-08
P53010	YGL094C	3.51E-08	3.64E-08	3.53E-08
P53011	YGL100W	4.54E-07	5.11E-07	4.42E-07
P53040	YGL112C	8.54E-08	7.53E-08	9.13E-08
P53043	YGR123C	3.90E-07	4.43E-07	4.48E-07
P53044	YGR048W	2.57E-07	2.20E-07	2.39E-07
P53045	YGR060W	1.23E-07	1.15E-07	1.20E-07
P53049	YGR281W	1.04E-09	1.08E-09	9.16E-10
P53051	YGR287C	1.72E-08	0	6.99E-08
P53060	YGL250W	0	0	7.50E-08
P53063	YGL246C	1.29E-08	1.43E-08	8.55E-09
P53064	YGL244W	1.91E-07	1.82E-07	1.72E-07
P53066	YGL242C	1.94E-06	1.62E-06	1.94E-06
P53070	YGL236C	0	4.92E-07	1.26E-07
P53072	YGL232W	3.11E-07	3.21E-07	3.05E-07
P53073	YGL231C	0	4.70E-08	1.08E-07
P53075	YGL228W	7.01E-07	6.60E-07	6.84E-07
P53077	YGL226W	4.05E-07	1.54E-07	1.62E-07
P53078	YGL224C	8.72E-08	1.48E-07	1.47E-07
P53081	YGL221C	1.23E-06	1.31E-06	1.29E-06
P53082	YGL220W	1.77E-07	1.84E-07	1.81E-07
P53090	YGL202W	1.01E-05	1.08E-05	1.08E-05
P53091	YGL201C	9.11E-08	9.00E-08	9.35E-08
P53095	YGL196W	1.04E-07	1.01E-07	9.57E-08
P53100	YGL185C	1.04E-07	1.24E-07	9.26E-08
P53101	YGL184C	4.64E-07	5.28E-07	5.51E-07
P53107	YGL164C	1.43E-08	1.58E-08	1.55E-08
P53111	YGL157W	1.20E-07	1.19E-07	8.52E-08
P53112	YGL153W	1.69E-07	1.26E-07	1.27E-07
P53115	YGL150C	1.65E-08	1.40E-08	1.01E-08
P53125	YGL133W	2.01E-09	0	3.10E-09
P53128	YGL125W	1.59E-06	1.44E-06	1.53E-06
P53131	YGL120C	9.17E-07	8.34E-07	8.70E-07
P53133	YGL117W	3.09E-07	3.46E-07	3.05E-07
P53136	YGL111W	1.41E-07	1.38E-07	1.60E-07
P53137	YGL110C	0	0	3.46E-09
P53139	YGL108C	1.35E-07	1.48E-07	1.38E-07
P53140	YGL107C	1.80E-07	1.94E-07	1.81E-07
P53141	YGL106W	3.06E-06	2.80E-06	3.01E-06
P53144	YGL101W	5.30E-08	5.53E-08	5.42E-08
P53145	YGL099W	2.95E-07	2.53E-07	2.66E-07
P53152	YGL087C	8.40E-07	7.88E-07	8.54E-07
P53155	YGL082W	2.73E-07	2.85E-07	3.32E-07
P53157	YGL080W	4.15E-07	1.37E-07	1.88E-07
P53163	YGL068W	9.75E-07	9.94E-07	1.15E-06
P53164	YGL067W	5.26E-08	1.57E-07	2.22E-07
P53166	YGL064C	3.38E-08	4.93E-08	3.43E-08
P53171	YGL057C	1.30E-08	3.83E-08	4.83E-08
P53172	YGL056C	2.72E-07	2.67E-07	2.87E-07
P53177	YGL050W	6.20E-08	5.68E-08	5.62E-08
P53183	YGL039W	7.79E-08	9.46E-08	8.24E-08
P53184	YGL037C	3.56E-06	4.14E-06	4.49E-06
P53188	YGL029W	1.42E-06	1.21E-06	1.34E-06
P53191	YGL023C	4.16E-08	3.99E-08	5.56E-08
P53193	YGL018C	4.04E-07	4.04E-07	4.35E-07
P53196	YGL004C	9.27E-08	9.90E-08	8.25E-08
P53199	YGL001C	2.85E-06	2.97E-06	3.00E-06
P53200	YGR001C	2.63E-06	2.63E-06	2.62E-06
P53201	YGR002C	2.46E-07	8.01E-08	1.99E-07
P53206	YGR012W	8.53E-08	6.23E-08	3.69E-08
P53207	YGR013W	1.17E-08	1.23E-08	1.21E-08
P53210	YGR017W	1.89E-07	1.38E-07	1.48E-07
P53212	YGR021W	1.78E-07	1.80E-07	1.65E-07
P53218	YGR030C	9.68E-08	9.24E-08	8.27E-08
P53219	YGR031W	2.38E-07	2.16E-07	2.06E-07
P53220	YGR033C	2.68E-07	6.60E-07	3.31E-07
P53221	YGR034W	8.27E-08	7.60E-08	7.70E-08
P53228	YGR043C	3.24E-07	4.91E-07	3.98E-07
P53235	YGR054W	1.66E-06	1.55E-06	1.53E-06
P53236	YGR056W	2.34E-08	1.73E-08	1.69E-08
P53250	YGR080W	1.15E-06	1.13E-06	1.08E-06
P53251	YGR081C	8.87E-08	6.81E-08	6.01E-08
P53252	YGR086C	1.44E-05	1.47E-05	1.56E-05
P53253	YGR089W	0	1.09E-09	1.03E-09
P53254	YGR090W	1.37E-07	1.20E-07	1.29E-07
P53256	YGR095C	5.57E-08	0	1.72E-07
P53258	YGR100W	7.72E-08	2.93E-08	0
P53261	YGR103W	5.81E-07	5.06E-07	5.46E-07
P53262	YGR106C	0	8.50E-08	9.69E-08
P53265	YGR111W	2.01E-07	1.58E-07	1.54E-07
P53266	YGR112W	5.02E-08	0	4.57E-08
P53274	YGR126W	1.48E-08	0	1.71E-08
P53275	YGR127W	8.44E-09	2.09E-08	0
P53276	YGR128C	1.91E-07	1.73E-07	1.67E-07
P53278	YGR130C	1.68E-06	1.79E-06	1.79E-06
